# This file contains the GENOTYPE regression coefficients associated with each gene ,,,,,,,,,,,,,
,target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,ens_gene,ext_gene
9962,D1046.2.2,0.31186538,0.661692897,0.148602963,0.146940239,7.344725945,0.043159114,0.021759339,0.008997248,0.010627812,0.010627812,WBGene00008363,D1046.2
9963,Y41E3.7c.2,0.311816583,0.661692897,0.95061805,0.939886763,2.091237975,0.967198482,0.886272079,0.131093594,0.438808612,0.438808612,WBGene00012765,Y41E3.7
9964,Y41E3.7e.1,0.311816583,0.661692897,0.95061805,0.939886763,2.091237975,0.967198482,0.886272079,0.131093594,0.438808612,0.438808612,WBGene00012765,Y41E3.7
9965,Y54G2A.40,0.311845171,0.661692897,0.378690921,0.374438097,3.302945809,0.171361829,0.043109575,0.141866263,0.167196257,0.167196257,WBGene00044495,Y54G2A.40
9966,C46G7.4b,0.311918937,0.661740125,0.444622504,0.439696271,6.058915275,1.201577834,0.264784751,-0.10293613,0.025214465,0.025214465,WBGene00004112,pqn-22
9967,F25H5.1b,0.312006135,0.661858704,0.390844229,0.386583495,4.147057907,0.241434902,0.071853202,0.152316996,0.091298839,0.152316996,WBGene00006407,lim-9
9968,B0047.1a,0.31211593,0.661979066,0.730076577,0.722281619,2.310842256,0.287801652,0.415237755,-0.149677686,0.36729835,0.36729835,WBGene00015012,bath-20
9969,Y113G7B.18a.3,0.312125494,0.661979066,0.681506941,0.674243882,3.679003438,0.330819821,0.555488014,-0.199877415,0.126419205,0.126419205,WBGene00007017,mdt-17
9970,B0432.5b,0.312203132,0.661982082,-0.86179116,0.852743559,1.728460911,0.902156339,0.501398824,0.388016507,0.589358542,0.589358542,WBGene00000296,cat-2
9971,C30G12.1,0.312220845,0.661982082,-0.494551777,0.489377589,3.252538447,0.422819471,0.044992727,0.31424291,0.173907679,0.31424291,WBGene00016273,C30G12.1
9972,C45G3.5,0.312165229,0.661982082,-0.076412913,0.075604762,7.941592604,0.002082103,0.000359554,0.001264139,0.008214566,0.008214566,WBGene00044008,gip-2
9973,C06B3.4,0.312421521,0.662341143,0.221197989,0.218974525,7.405439033,0.149333648,0.000625286,0.071299478,0.010310574,0.071299478,WBGene00007363,stdh-1
9974,R08C7.12d,0.312575898,0.662601987,1.103732777,1.092986786,3.067554425,1.53230124,0.580748944,1.211181229,0.201038694,1.211181229,WBGene00019955,R08C7.12
9975,C05D11.7a.2,0.31266574,0.662659558,0.182786155,0.181040151,6.168496515,0.042388755,0.025934341,0.016479485,0.023228963,0.023228963,WBGene00015484,atgl-1
9976,ZK892.1a,0.312658362,0.662659558,-0.410003017,0.406080407,5.339336292,0.179823635,0.205001046,0.007662439,0.042350899,0.042350899,WBGene00002266,lec-3
9977,Y56A3A.30,0.312700262,0.662666296,-0.188988636,0.187196739,5.175991869,0.090251139,0.005607786,0.011791998,0.046956143,0.046956143,WBGene00013242,Y56A3A.30
9978,C24H11.7b,0.312879448,0.66274864,0.180578612,0.178932701,6.434927159,0.057925994,0.006217327,0.04180804,0.01919573,0.04180804,WBGene00007703,gbf-1
9979,C25G6.5,0.312911895,0.66274864,0.478546921,0.474216928,2.73008402,0.325009205,0.074827146,0.219852856,0.262495397,0.262495397,WBGene00016110,npr-11
9980,D1086.12b,0.312861966,0.66274864,0.288379679,0.285740875,4.992020704,0.168156915,0.019906099,0.102565672,0.052557134,0.102565672,WBGene00044082,D1086.12
9981,R02D3.4b,0.312842458,0.66274864,0.563903743,0.558721243,6.114556947,0.304300057,0.444071577,-0.1567577,0.024182564,0.024182564,WBGene00019822,R02D3.4
9982,T27C4.4c,0.312905789,0.66274864,0.516616052,0.511935141,6.633434743,0.466619181,0.244043315,0.149073068,0.016758619,0.149073068,WBGene00003025,lin-40
9983,Y9C9A.12,0.312927195,0.66274864,-0.78522391,0.778143641,1.535152266,0.682847643,0.218654684,0.552115805,0.689606605,0.689606605,WBGene00021179,fbxa-86
9984,W09C5.12,0.313097958,0.663043884,0.785158874,0.778353815,1.664538998,0.399935997,0.287950839,-0.099295542,0.620801154,0.620801154,WBGene00194660,W09C5.12
9985,B0496.3a,0.313242379,0.663150457,1.686129417,1.672014481,2.16796625,5.610529927,2.722792784,1.470655854,0.41232452,1.470655854,WBGene00006814,unc-82
9986,F13B10.1e.2,0.313182341,0.663150457,1.078034369,1.068877298,3.313178705,1.908602955,1.404407586,0.309340431,0.165871949,0.309340431,WBGene00006575,tir-1
9987,M88.2,0.313235483,0.663150457,-0.086127475,0.085405267,7.399524072,0.010007363,0.000600372,0.007295665,0.010340718,0.010340718,WBGene00010905,mrps-34
9988,R12E2.9,0.313360656,0.663334436,-0.152277824,0.151039988,5.792740212,0.323803299,0.003414088,0.010752556,0.030805529,0.030805529,WBGene00002137,inx-15
9989,Y6G8.2a,0.313432598,0.663420304,0.629917251,0.624889673,4.568078161,1.315555906,0.235663183,0.350067472,0.068434609,0.350067472,WBGene00012404,Y6G8.2
9990,C25D7.4a,0.31346989,0.663432821,1.406090435,1.39497546,1.800568719,3.637830934,1.028999026,1.889935776,0.55578536,1.889935776,WBGene00007716,fbxa-82
9991,F54C8.2,0.313618143,0.663680153,-0.075080139,0.074509463,8.023894915,0.021234006,0.000330872,0.006807638,0.007996618,0.007996618,WBGene00010036,cpar-1
9992,C29G2.1,0.313762811,0.663720238,-0.233197679,0.231494364,4.544674085,0.071154654,0.010895004,0.027174055,0.069489457,0.069489457,WBGene00016229,C29G2.1
9993,D2096.6,0.313804264,0.663720238,-0.537302849,0.533423993,2.673172518,0.897774893,0.108466831,0.318344903,0.274658939,0.318344903,WBGene00017073,D2096.6
9994,F13H10.5,0.313814979,0.663720238,-0.458307582,0.455009077,2.842478288,0.191618627,0.070451065,0.061051911,0.240098826,0.240098826,WBGene00008776,F13H10.5
9995,F32E10.9,0.313814836,0.663720238,-0.151301613,0.15021263,5.781669433,0.049026898,0.002785432,0.02515864,0.031060319,0.031060319,WBGene00043068,F32E10.9
9996,T26A8.4,0.313710061,0.663720238,-0.099820842,0.099080934,8.445265865,0.056658404,0.000241741,0.014483806,0.007226802,0.014483806,WBGene00020827,T26A8.4
9997,W05H9.1b.2,0.313825437,0.663720238,-0.427097153,0.424032437,5.124508994,0.410089622,0.100147423,0.169557839,0.048471696,0.169557839,WBGene00021048,W05H9.1
9998,C01H6.5b,0.313856838,0.663720258,0.214282868,0.212759047,6.564376912,0.057893515,0.014227944,0.053671674,0.017579549,0.053671674,WBGene00003622,nhr-23
9999,Y54G2A.8b,0.313897283,0.663739399,1.104179282,1.096418807,2.979646004,1.868021195,1.113369577,0.689831724,0.215440595,0.689831724,WBGene00021873,clec-82
10000,C04D8.1f,0.313998518,0.663770203,0.17068647,0.169522299,7.37209244,0.041077786,0.007019768,0.036086947,0.010482661,0.036086947,WBGene00015418,pac-1
10001,C08H9.15,0.314006034,0.663770203,-0.447457691,0.444412697,5.068210427,0.57094634,0.008216533,0.288037435,0.050172453,0.288037435,WBGene00007474,C08H9.15
10002,T20D4.6,0.313961847,0.663770203,-0.281180168,0.279241211,4.037427618,0.141638648,0.018512738,0.072878602,0.098450742,0.098450742,WBGene00020612,arrd-22
10003,EEED8.12,0.314366232,0.663810619,0.295116894,0.293326846,4.72166531,0.188072941,0.012851495,0.116209463,0.062049952,0.116209463,WBGene00017140,EEED8.12
10004,F08B6.2,0.314433304,0.663810619,0.102083525,0.101478396,7.168078238,0.015762428,0.000817689,0.014629109,0.0117107,0.014629109,WBGene00001682,gpc-2
10005,F11A1.3b,0.314186712,0.663810619,-1.585890347,1.575686402,1.759939807,6.786114473,2.307460653,1.416720806,0.574460635,1.416720806,WBGene00000908,daf-12
10006,F21A3.11,0.314427557,0.663810619,-0.372684794,0.370471199,6.849306166,0.178017093,0.001280612,0.204592752,0.01441894,0.204592752,WBGene00219316,F21A3.11
10007,F41E6.4c,0.314109876,0.663810619,-0.63557025,0.631380604,5.426652148,1.044089163,0.159724833,0.438237368,0.039987507,0.438237368,WBGene00018285,smk-1
10008,F42G4.5b,0.314411612,0.663810619,-0.981347762,0.975486816,4.064278596,2.406253976,0.262469999,1.164891792,0.096649143,1.164891792,WBGene00009642,F42G4.5
10009,F47E1.17,0.314181092,0.663810619,-0.41246779,0.409809128,3.172452094,0.370182051,0.06676085,0.100248903,0.185154433,0.185154433,WBGene00206376,F47E1.17
10010,K02B12.7,0.314388467,0.663810619,-0.077235238,0.076770291,7.87030608,0.008070924,0.000415923,0.0013718,0.008424594,0.008424594,WBGene00010500,K02B12.7
10011,K08H2.7,0.314411219,0.663810619,-0.845184728,0.840136311,1.336559441,0.988612802,0.248735207,0.402664711,0.810008324,0.810008324,WBGene00010693,K08H2.7
10012,K10G9.3a,0.314236457,0.663810619,-0.24116809,0.239640998,5.083410622,0.088208984,0.036433246,0.020423797,0.049708466,0.049708466,WBGene00010757,pad-2
10013,Y45F3A.3a.2,0.314362165,0.663810619,0.189207125,0.188057898,6.281381483,0.061003275,0.031665724,0.011104977,0.021382936,0.021382936,WBGene00012860,acdh-11
10014,Y45F3A.3b.2,0.314362165,0.663810619,0.189207125,0.188057898,6.281381483,0.061003275,0.031665724,0.011104977,0.021382936,0.021382936,WBGene00012860,acdh-11
10015,ZC449.8,0.314078018,0.663810619,-0.398129302,0.395478817,3.22491426,0.583319524,0.056900475,0.043590775,0.177704767,0.177704767,WBGene00195189,ZC449.8
10016,M03C11.1,0.314597905,0.664025507,0.237926244,0.236596329,4.499028283,0.179172295,0.012349168,0.020710119,0.071617567,0.071617567,WBGene00010838,M03C11.1
10017,Y53F4B.42,0.314569432,0.664025507,-0.119246027,0.118572512,6.420027644,0.012339943,0.001697387,0.009427939,0.019391774,0.019391774,WBGene00044720,Y53F4B.42
10018,C04G2.1b,0.314946446,0.664296957,0.614956266,0.611959495,2.445059025,0.30730663,0.232085489,0.071334326,0.329656147,0.329656147,WBGene00007304,ttr-39
10019,C34B2.1a,0.314938996,0.664296957,0.515475111,0.51295523,2.741536391,0.386458693,0.13456805,-0.079959941,0.260116551,0.260116551,WBGene00016386,tag-272
10020,C50F7.6a,0.314939955,0.664296957,0.205671377,0.204666366,5.086656894,0.039911416,0.013222636,-0.002630085,0.049609846,0.049609846,WBGene00016846,C50F7.6
10021,F31F7.1b.1,0.314934895,0.664296957,-1.705355742,1.697004795,3.056044071,5.610357556,0.408828365,3.910909548,0.202865934,3.910909548,WBGene00017964,F31F7.1
10022,F47H4.2a.2,0.314830757,0.664296957,-1.353871126,1.346951476,1.71668998,2.395588894,1.021470385,1.699947034,0.595027439,1.699947034,WBGene00009835,F47H4.2
10023,F58G1.9,0.314932876,0.664296957,0.690114627,0.686732343,1.921540895,0.200325752,0.203703551,-0.060440986,0.503698415,0.503698415,WBGene00010271,F58G1.9
10024,Y54G9A.6,0.314814226,0.664296957,0.06992078,0.069561038,8.594294806,0.002158562,0.00018449,0.001116506,0.007073617,0.007073617,WBGene00013209,bub-3
10025,C06G1.6,0.314986656,0.664315497,0.526772036,0.524248559,3.435369971,0.557468322,0.043991721,0.368263106,0.151092041,0.368263106,WBGene00077591,C06G1.6
10026,ZC482.5,0.315242098,0.66478792,0.819956204,0.816459094,1.774881759,0.961824776,0.181935319,0.81797286,0.567520873,0.81797286,WBGene00013914,lgc-37
10027,ZK524.2c,0.315320259,0.66488643,0.795391157,0.792126744,4.172270817,0.255090382,0.851470642,-0.765147446,0.089726527,0.089726527,WBGene00006752,unc-13
10028,B0212.4c,0.315363417,0.664908782,-1.104011055,1.099578076,3.376563975,1.940778412,0.848384147,0.96522377,0.157975056,0.96522377,WBGene00015038,nstp-6
10029,C14A4.10,0.315813945,0.664908782,0.10365059,0.10333055,7.370947961,0.016545873,0.000595008,0.015420796,0.01048866,0.015420796,WBGene00006397,taf-13
10030,C38D9.9,0.315683123,0.664908782,-0.621824087,0.619736538,2.118712629,0.340297872,0.146979051,0.019132827,0.429131014,0.429131014,WBGene00008017,fbxa-176
10031,F08B1.1a.2,0.315463461,0.664908782,-1.140824137,1.13647826,4.526514329,2.000955725,1.043667868,0.893706385,0.070324626,0.893706385,WBGene00006923,vhp-1
10032,F40A3.3b,0.315471708,0.664908782,0.078941948,0.078642565,7.860988946,0.006940715,0.000823456,0.005743127,0.008453524,0.008453524,WBGene00018218,F40A3.3
10033,F41C6.4a,0.315764097,0.664908782,-0.956492991,0.953441433,2.190915315,1.054606747,0.958850236,-0.320918002,0.404725613,0.404725613,WBGene00018278,F41C6.4
10034,F53F1.4,0.315504308,0.664908782,0.830564686,0.827470558,4.512925398,1.574608802,0.019664688,1.007396599,0.070959425,1.007396599,WBGene00009982,F53F1.4
10035,K07H8.2b.2,0.315594553,0.664908782,0.124889782,0.124447731,6.789804525,0.01474735,0.008204463,-0.00167748,0.015026393,0.015026393,WBGene00019504,K07H8.2
10036,K07H8.2c.2,0.315594553,0.664908782,0.124889782,0.124447731,6.789804525,0.01474735,0.008204463,-0.00167748,0.015026393,0.015026393,WBGene00019504,K07H8.2
10037,M04G12.1c.1,0.315856509,0.664908782,-0.559261125,0.557583345,4.916176345,0.129969365,0.411307567,-0.339528338,0.055041213,0.055041213,WBGene00010867,tag-260
10038,M57.2a.2,0.315842448,0.664908782,1.682995813,1.677898084,3.492864284,4.031494607,2.660625474,1.562387498,0.14474181,1.562387498,WBGene00019778,M57.2
10039,T02H6.2,0.315896926,0.664908782,-0.084329391,0.084083425,7.463772431,0.011854492,0.00058305,0.00408457,0.010021984,0.010021984,WBGene00020172,thoc-1
10040,T28H11.5,0.31545732,0.664908782,-1.318394346,1.313355364,2.313682094,2.644787246,0.227262831,2.360090639,0.366456937,2.360090639,WBGene00006051,ssq-2
10041,W01D2.2c,0.315881324,0.664908782,-0.38805428,0.386909959,4.720536294,0.268589859,0.162455156,0.055529854,0.062093818,0.062093818,WBGene00003651,nhr-61
10042,Y53F4B.12a,0.315849751,0.664908782,-1.328302818,1.324299425,2.600302231,2.402902975,0.623371963,2.007281486,0.291100042,2.007281486,WBGene00013159,Y53F4B.12
10043,Y53H1A.7,0.315887074,0.664908782,0.691531185,0.689500143,1.929657223,0.413947995,0.21273116,0.091767123,0.50038451,0.50038451,WBGene00206528,Y53H1A.7
10044,Y87G2A.10b,0.315546995,0.664908782,-0.314705339,0.313560615,4.777665757,0.128884241,0.087556094,-0.001491858,0.059924296,0.059924296,WBGene00013598,vps-28
10045,ZC53.6,0.315879927,0.664908782,-0.375527253,0.374418791,3.291855717,0.314792717,0.041636504,0.01695508,0.168647643,0.168647643,WBGene00022512,dot-1.5
10046,T10B5.4,0.315931032,0.664914374,-0.352789984,0.351785785,3.462767678,0.124111007,0.037608784,0.073202492,0.148021073,0.148021073,WBGene00020390,T10B5.4
10047,H24G06.1e,0.316029238,0.66505486,1.175701973,1.172593327,3.612767848,2.002350772,1.120336045,0.942126623,0.132579234,0.942126623,WBGene00019237,H24G06.1
10048,R13A5.4,0.316104762,0.66514759,0.806193955,0.80418781,1.41499512,0.870046967,0.209893754,0.471831666,0.760183297,0.760183297,WBGene00020048,lgc-12
10049,F53F4.14.1,0.316147029,0.665170329,-0.092017059,0.0917961,8.006007137,0.064402601,0.004598009,0.005631472,0.008041777,0.008041777,WBGene00009996,F53F4.14
10050,C27H6.4c.5,0.316425889,0.665656887,0.65661335,0.65541419,2.566397563,11.7726891,0.345253958,-0.175593297,0.299097683,0.299097683,WBGene00007786,rmd-2
10051,Y74C9A.4a,0.316441251,0.665656887,0.088317513,0.088159019,8.19668756,0.02327513,0.00404102,0.002743247,0.007616999,0.007616999,WBGene00022278,rcor-1
10052,C05B10.1c,0.316950091,0.665744523,1.457692198,1.45660698,2.146759867,3.151856531,1.990188494,1.192367349,0.419476468,1.192367349,WBGene00003043,lip-1
10053,C06H5.14,0.316775407,0.665744523,0.573494945,0.572861173,2.186600947,6.36881402,0.086111752,0.166068821,0.406143134,0.406143134,WBGene00219447,C06H5.14
10054,C38D9.6,0.316567106,0.665744523,0.811359812,0.810114405,1.589223995,0.39095367,0.324444979,-0.035866951,0.659983045,0.659983045,WBGene00008014,fbxa-172
10055,C50F2.4.2,0.316899545,0.665744523,0.612395054,0.61187523,3.213890703,0.74539481,0.382343042,0.061180235,0.179243903,0.179243903,WBGene00016838,C50F2.4
10056,F23D12.2,0.316741419,0.665744523,0.115279076,0.115143594,6.499861839,0.036604402,0.001514435,0.007959593,0.018372636,0.018372636,WBGene00009086,F23D12.2
10057,F36D4.3f,0.316678042,0.665744523,0.097319955,0.09719285,7.253297186,0.04482743,0.003018939,0.003670736,0.011150736,0.011150736,WBGene00002036,hum-2
10058,F53B6.4b,0.316842995,0.665744523,-1.139656701,1.138556263,3.264642752,2.182720972,0.638288587,1.306176958,0.172270453,1.306176958,WBGene00009959,F53B6.4
10059,F57A8.1.2,0.317018203,0.665744523,-0.611367766,0.610998605,5.003031145,0.491843813,0.50777287,-0.203015952,0.052206074,0.052206074,WBGene00010177,F57A8.1
10060,M03D4.1f.1,0.316937076,0.665744523,-0.422063579,0.42173802,3.926695726,0.168364945,0.160532974,0.025825981,0.106261462,0.106261462,WBGene00006974,zen-4
10061,T04B2.3b,0.316747621,0.665744523,0.484784856,0.484221315,3.122546575,0.244034039,0.159163279,0.03623325,0.192542145,0.192542145,WBGene00011422,T04B2.3
10062,T16G1.1,0.316575328,0.665744523,0.420060965,0.419423314,3.016200171,0.199483367,0.054548188,0.080726646,0.209325686,0.209325686,WBGene00004150,pqn-67
10063,T22F3.3b.3,0.316963913,0.665744523,0.612782011,0.612343299,4.913070423,0.811663922,0.507300927,-0.042990062,0.055145546,0.055145546,WBGene00020696,T22F3.3
10064,Y66H1A.4.1,0.317010493,0.665744523,0.157362461,0.157264936,8.939622573,0.032450671,0.000156261,0.036942129,0.006934995,0.036942129,WBGene00022046,Y66H1A.4
10065,Y73F8A.5,0.316724284,0.665744523,0.465505958,0.464942407,2.924623832,0.483271241,0.099258882,0.171852086,0.224998281,0.224998281,WBGene00013518,Y73F8A.5
10066,ZC8.4a,0.316952781,0.665744523,0.214597283,0.214438713,6.118529787,0.27672461,0.044865187,0.009648706,0.024110755,0.024110755,WBGene00022500,lfi-1
10067,ZK1073.1.2,0.316674032,0.665744523,0.273130137,0.272771155,5.921072257,0.206587368,0.083628059,0.024952544,0.027978095,0.027978095,WBGene00014213,ZK1073.1
10068,ZK593.3,0.316945851,0.665744523,0.284584612,0.284370254,5.339954333,0.391671823,0.005526497,0.115773166,0.042333964,0.115773166,WBGene00014003,ZK593.3
10069,ZK688.11,0.31718302,0.66602449,-0.098285427,0.098259539,6.945149996,0.019899585,0.000976794,0.009529886,0.013505611,0.013505611,WBGene00044762,ZK688.11
10070,T27F6.5a.1,0.317261348,0.666122809,-0.643693263,0.643627879,5.614378424,0.201679292,0.586284096,-0.389190472,0.035101174,0.035101174,WBGene00004190,pars-2
10071,F17C11.9a,0.317293434,0.666124026,-0.093306534,0.093303242,10.86851088,0.022961117,0.000225117,0.004547563,0.012833125,0.012833125,WBGene00008920,eef-1G
10072,M04G12.1e,0.31736622,0.666210682,1.054558674,1.054680084,3.290904945,1.841054614,0.771491211,0.897033908,0.168772862,0.897033908,WBGene00010867,tag-260
10073,F02E9.5a,0.317450134,0.666320677,-0.099065682,0.099094268,6.998457802,0.018324564,0.001695766,0.004031773,0.013033745,0.013033745,WBGene00008530,F02E9.5
10074,C52E4.7,0.317540129,0.666377265,-0.739052099,0.739402849,1.941627113,0.73803036,0.246243997,0.573830861,0.495537219,0.573830861,WBGene00008259,C52E4.7
10075,W08D2.5b,0.317514259,0.666377265,0.092773123,0.092812191,7.430533476,0.017751643,0.002736655,0.007543885,0.010184499,0.010184499,WBGene00012341,catp-6
10076,R04A9.9.1,0.317652649,0.666508789,-0.801185551,0.801752181,2.662515108,0.62782862,0.687208326,-0.336957672,0.277001513,0.277001513,WBGene00195183,R04A9.9
10077,Y92H12BR.2,0.31766585,0.666508789,0.088749797,0.088814987,7.252637741,0.012565067,0.000677356,0.004851259,0.011154797,0.011154797,WBGene00022368,Y92H12BR.2
10078,Y48A6B.13e,0.317736856,0.66659162,-0.1767183,0.176874056,6.025709406,0.051944312,0.003937482,0.042989165,0.025853428,0.042989165,WBGene00012973,spat-2
10079,C53D5.5a,0.317774227,0.666603879,1.920206454,1.922047305,3.507730162,4.686001648,3.626218607,1.915180159,0.143157233,1.915180159,WBGene00016906,C53D5.5
10080,B0563.8,0.317890652,0.666745501,-0.665339661,0.666137743,1.925716073,0.420723643,0.163618304,0.262523754,0.501990936,0.501990936,WBGene00015265,B0563.8
10081,C27A7.6a,0.318025183,0.666745501,-0.191767765,0.192051173,6.83309389,0.037265959,0.040744025,-0.027298473,0.014581455,0.014581455,WBGene00007757,C27A7.6
10082,C31H1.2,0.31803095,0.666745501,0.884510641,0.885828391,1.303104531,0.208715101,0.34482455,-0.230288781,0.832213358,0.832213358,WBGene00016287,C31H1.2
10083,F31D5.6,0.318012589,0.666745501,0.559554309,0.560366675,2.653498877,0.778362872,0.113266019,0.357750197,0.278999665,0.357750197,WBGene00017949,F31D5.6
10084,Y53C10A.10,0.317916451,0.666745501,0.838012875,0.839062808,1.575357078,1.010997657,0.232915515,0.823124079,0.667458539,0.823124079,WBGene00013138,Y53C10A.10
10085,Y75B12B.2.1,0.317997081,0.666745501,0.092320796,0.092451866,10.86426278,0.01897391,1.99E-05,0.005765243,0.012801106,0.012801106,WBGene00000883,cyn-7
10086,C24G6.3,0.318122978,0.666872311,-0.073449527,0.073572943,8.093879004,0.004409181,0.000288159,0.002149918,0.007831308,0.007831308,WBGene00016060,mms-19
10087,F49C12.10,0.318424464,0.666909207,0.368380388,0.369229319,3.330271826,0.109187934,0.040804306,0.042179617,0.163691129,0.163691129,WBGene00009879,F49C12.10
10088,F57C7.2a,0.318344849,0.666909207,0.488830159,0.489876068,5.388205015,0.163673153,0.318946615,-0.216450354,0.041021227,0.041021227,WBGene00003733,nhx-5
10089,K04F10.4a.1,0.31830151,0.666909207,0.159716526,0.160043925,7.773983061,0.115142067,0.003146738,0.035274349,0.00874047,0.035274349,WBGene00000254,bli-4
10090,M03C11.2,0.318391527,0.666909207,0.076470907,0.076641918,7.867989049,0.023434426,0.000379219,0.007577184,0.008431756,0.008431756,WBGene00010839,chl-1
10091,Y47D3A.1,0.318216483,0.666909207,0.250206835,0.250675681,4.886278428,0.22272302,0.008193443,0.086064002,0.056054674,0.086064002,WBGene00012922,Y47D3A.1
10092,Y48A5A.2.2,0.318395587,0.666909207,0.107998299,0.108240721,6.670118358,0.01373578,0.001238402,0.008820634,0.016335678,0.016335678,WBGene00006738,ulp-3
10093,Y92H12BR.7,0.318290246,0.666909207,0.285007743,0.285585325,6.64110479,0.100397103,0.001321851,0.121016616,0.016669402,0.121016616,WBGene00022372,Y92H12BR.7
10094,ZK863.6.3,0.318224247,0.666909207,0.154537268,0.154829328,5.896806604,0.046455777,0.007463749,0.0209395,0.028494432,0.028494432,WBGene00001088,dpy-30
10095,ZK863.7a,0.318295356,0.666909207,0.07424836,0.074399614,8.054135293,0.019886978,0.000379912,0.003496786,0.007923042,0.007923042,WBGene00004384,rnp-1
10096,K09F5.3.1,0.318553501,0.667113378,-0.315573209,0.316384795,8.89316759,0.206661907,0.000379792,0.149769216,0.006936478,0.149769216,WBGene00004999,spp-14
10097,B0336.4a,0.318598048,0.66712289,0.131600556,0.13195115,6.293146412,0.019488711,0.004914464,0.008653884,0.021202195,0.021202195,WBGene00004348,rgs-5
10098,F59C6.12,0.318621148,0.66712289,0.176353754,0.176832015,5.361823368,0.038865094,0.005167617,0.017773602,0.041736726,0.041736726,WBGene00044251,F59C6.12
10099,T06F4.2b,0.318659448,0.667137015,1.226503403,1.229926942,2.880031079,1.48309401,2.036011971,-0.793672362,0.233068452,0.233068452,WBGene00000531,clh-4
10100,C04E12.4,0.318707989,0.667144689,0.240447861,0.24114321,4.433796957,0.164685119,0.012390829,0.040184881,0.074834242,0.074834242,WBGene00015434,C04E12.4
10101,Y77E11A.11a.2,0.318726222,0.667144689,0.773844349,0.77611146,5.988544821,0.378253814,0.87693462,-0.672192134,0.026588878,0.026588878,WBGene00000547,clp-7
10102,C09H10.8,0.318789859,0.667211838,0.799580724,0.802028694,1.457166013,0.689995183,0.230231504,0.388633182,0.734643534,0.734643534,WBGene00007502,glb-4
10103,F55F3.2a,0.318906689,0.667336698,-2.06003751,2.066843362,1.56100186,5.704722232,1.865948185,4.54181404,0.675285072,4.54181404,WBGene00010116,F55F3.2
10104,T22H2.6b,0.318912642,0.667336698,-1.684021662,1.689606035,2.168073948,5.979717927,3.86986431,-0.379662376,0.412288519,0.412288519,WBGene00011936,pgrn-1
10105,C09B7.1b,0.318991281,0.667369153,1.440489962,1.445501635,0.892404845,2.927080903,0.886388342,2.247824122,1.157460907,2.247824122,WBGene00004780,ser-7
10106,H09F14.1a,0.318980445,0.667369153,1.036907576,1.040491829,1.54248756,2.272326398,0.938422322,0.14857617,0.685512548,0.685512548,WBGene00010375,H09F14.1
10107,K04G2.2,0.319038183,0.667401238,0.069885006,0.070134943,8.481988386,0.009305859,0.000194732,0.006387397,0.007183634,0.007183634,WBGene00045192,aho-3
10108,C06G8.3b,0.319124214,0.66744913,-0.209268799,0.210054568,5.996877544,0.2771271,0.015221181,0.050963201,0.026422127,0.050963201,WBGene00014669,C06G8.3
10109,Y72A10A.1,0.319104115,0.66744913,0.331599968,0.332831246,3.561176271,0.099305112,0.028521127,0.077765392,0.137643831,0.137643831,WBGene00022202,Y72A10A.1
10110,F56C9.10b,0.319332638,0.667752939,-0.081021045,0.081360298,8.663022698,0.009008456,0.002906943,0.006849695,0.007022304,0.007022304,WBGene00018953,F56C9.10
10111,Y38H6C.8,0.319327627,0.667752939,-0.651212549,0.653932553,2.090247326,1.220079445,0.202279991,0.335721825,0.439161684,0.439161684,WBGene00012621,Y38H6C.8
10112,Y76B12C.7c.1,0.319448247,0.667928629,0.263792647,0.264960497,5.485982156,0.064628985,0.066894675,0.008547892,0.038411422,0.038411422,WBGene00022301,cpsf-1
10113,F22F7.7.1,0.319618879,0.668132817,-0.142488926,0.143170218,5.928322381,0.032490056,0.002921044,0.009558656,0.027825523,0.027825523,WBGene00017724,F22F7.7
10114,F53H1.4b,0.319598707,0.668132817,0.138466679,0.13912294,7.831747413,0.03150921,0.002718995,0.026313793,0.008546565,0.026313793,WBGene00018778,F53H1.4
10115,H28O16.1d.2,0.319672307,0.668132817,2.112401604,2.122736121,3.734593942,8.705359683,2.146689454,4.612323507,0.121522733,4.612323507,WBGene00010419,H28O16.1
10116,T24A11.3,0.319657319,0.668132817,-0.165478241,0.166282661,5.775992357,0.048183967,0.003283561,0.038191324,0.031191619,0.038191324,WBGene00006591,toh-1
10117,Y18D10A.19,0.319853146,0.668444705,0.074002418,0.074392255,9.263819266,0.023838934,9.65E-05,0.008204766,0.007073051,0.008204766,WBGene00001427,fkb-2
10118,C33G8.10,0.319965532,0.66854741,-0.39335477,0.395518765,3.361345151,0.218979343,0.035867293,0.198785348,0.159824298,0.198785348,WBGene00016367,nhr-162
10119,F08B12.4d,0.319939442,0.66854741,-1.255480013,1.262318833,1.261145734,4.526821429,1.529274822,-1.329329691,0.860898433,0.860898433,WBGene00008572,F08B12.4
10120,Y22D7AL.11,0.320009161,0.668572499,0.323400776,0.325209246,3.64328445,0.112117586,0.028946396,0.048617459,0.129695185,0.129695185,WBGene00021249,Y22D7AL.11
10121,C24B5.2b,0.320175834,0.668791787,-0.210791761,0.212043536,6.388614461,0.063101685,0.006549648,0.060894044,0.019816443,0.060894044,WBGene00016045,spas-1
